name,H_lig_ub_wt,H_lig_ub_mt,H_lig_b_wt,H_lig_b_mt,H_rec_ub,H_rec_b_wt,H_rec_b_mt,bias,aa_coef,aa_bias,grouped_pearson,grouped_spearman
params_8_2.pt,0.0515,0.0507,-0.1021,-0.0715,-0.1270,-0.3211,0.3416,0.4302,"[1.81326162815094, 1.81326162815094, 0.5024087429046631, 0.5009765028953552, 0.5148187875747681, 1.81326162815094, 0.5018449425697327, 2.119234561920166, 0.5050197839736938, 0.5234977006912231, 0.5022006630897522, 0.5082709789276123, 0.5023770928382874, 4.664129734039307, 4.716850757598877, 0.5129050612449646, 2.430823802947998, 4.731670379638672, 6.0414533615112305, 0.5018612742424011, 1.81326162815094]","[-5.2938714027404785, 0.0, -1.6986075639724731, -3.1077687740325928, 0.13381223380565643, 1.1395716667175293, -13.707014083862305, 0.6397064328193665, 0.12996791303157806, -1.0794196128845215, 2.74041485786438, 2.4588661193847656, 0.5522293448448181, -3.930742025375366, -14.875555038452148, -2.1078481674194336, 0.5377433896064758, 2.6455044746398926, 6.185676097869873, -14.429923057556152, 0.0]",0.1837,0.1735
params_3_0.pt,0.2802,0.0237,-0.3503,0.1343,-0.0454,-0.0397,0.0167,0.4839,"[1.81326162815094, 6.312964916229248, 0.5091267228126526, 1.3791146278381348, 0.5033469200134277, 1.81326162815094, 0.5066075325012207, 0.5042347311973572, 0.5028162598609924, 3.869109869003296, 0.5004523992538452, 1.7472107410430908, 0.5084958076477051, 2.2961831092834473, 0.5067873001098633, 0.5052441954612732, 5.40822172164917, 0.5013277530670166, 9.897382736206055, 1.0896923542022705, 1.81326162815094]","[-1.7911995649337769, -4.5434184074401855, 3.0825653076171875, -4.211027145385742, -10.952454566955566, 1.5955044031143188, 0.4624369442462921, -1.5604788064956665, 1.2206525802612305, 1.7579368352890015, -6.872853755950928, -4.617278099060059, 13.128321647644043, -2.1353437900543213, -3.412868022918701, 2.1858294010162354, -2.016786575317383, -1.598284363746643, -7.639827251434326, -9.813640594482422, 0.0]",0.2202,0.1934
params_1_3.pt,0.4698,-0.4952,-0.5386,0.5184,-0.0068,0.0788,-0.2401,1.0112,"[1.81326162815094, 5.5832200050354, 1.7392297983169556, 0.5014688968658447, 4.371897220611572, 1.81326162815094, 1.4074320793151855, 0.5865007638931274, 1.382648229598999, 2.8745453357696533, 2.6319665908813477, 0.501470148563385, 0.5037939548492432, 1.341490387916565, 1.674857497215271, 0.5011120438575745, 4.097871780395508, 0.5242723822593689, 4.653343677520752, 3.5693652629852295, 1.81326162815094]","[3.506197690963745, 5.756487846374512, -4.72104024887085, 1.074820876121521, 2.9841468334198, -0.8231511116027832, -7.763120651245117, -2.653224468231201, -1.2571457624435425, 2.9645848274230957, 1.2952457666397095, 5.633388042449951, 2.0641183853149414, -0.46011483669281006, -3.9798173904418945, 2.2818355560302734, 1.9293432235717773, 0.21920175850391388, 3.8606371879577637, -7.344189643859863, 0.0]",0.1687,0.1456
params_5_7.pt,0.0514,-0.1179,-0.2331,0.3074,0.1671,-0.0221,-0.1189,0.7209,"[1.81326162815094, 4.001622200012207, 0.5019179582595825, 0.5003615021705627, 3.0065155029296875, 1.81326162815094, 2.7272965908050537, 3.187117576599121, 0.5005620718002319, 4.205393314361572, 3.177686929702759, 0.5009437799453735, 0.5162129998207092, 1.077338457107544, 0.9505313634872437, 0.5021262168884277, 6.61729097366333, 2.9505622386932373, 3.1069326400756836, 5.379268646240234, 1.81326162815094]","[-0.7559386491775513, -0.47154682874679565, 2.5901739597320557, 1.3557124137878418, -4.442513465881348, -0.36535951495170593, -1.8521047830581665, -0.06521622836589813, 3.7328031063079834, -6.796680450439453, -6.939242362976074, 3.000091075897217, 10.080533981323242, -0.6479941010475159, -0.6783531308174133, -0.03681004047393799, -3.776155710220337, 0.4085083603858948, -2.160949945449829, -7.266343116760254, 0.0]",0.1400,0.1176
params_0_4.pt,0.5715,0.1205,-0.5687,0.0280,-0.1322,-0.2485,0.3014,0.5834,"[1.81326162815094, 7.730719566345215, 0.5008201003074646, 1.5310572385787964, 0.5129241943359375, 1.81326162815094, 0.5021361708641052, 0.944159209728241, 0.503928005695343, 0.5018393993377686, 1.286474347114563, 0.5007338523864746, 0.7482380867004395, 2.4143080711364746, 1.6316331624984741, 0.500918984413147, 7.175222873687744, 0.50290447473526, 0.9704763293266296, 1.071800708770752, 1.81326162815094]","[-1.6114585399627686, 16.42145538330078, -2.32470965385437, 8.657363891601562, -1.2343188524246216, -6.24641752243042, -4.282897472381592, -0.3100414276123047, -0.49505990743637085, 1.9000413417816162, -9.089378356933594, 7.258544445037842, -12.045748710632324, 6.413938999176025, -8.176626205444336, -4.210485935211182, -1.9745509624481201, -1.5107921361923218, -10.844258308410645, -1.9377835988998413, 0.0]",0.1607,0.1592
params_5_2.pt,0.1310,0.2240,-0.1907,-0.6680,-0.2003,-0.3200,0.2252,1.0643,"[1.81326162815094, 0.5005825757980347, 0.5007599592208862, 0.5059107542037964, 0.5041059851646423, 1.81326162815094, 9.271307945251465, 3.2673161029815674, 3.8042194843292236, 0.500761866569519, 30.28660011291504, 1.1931366920471191, 0.5032359957695007, 0.5035910606384277, 2.451401710510254, 0.5016406774520874, 5.597432613372803, 4.959139347076416, 0.5013102889060974, 4.004697322845459, 1.81326162815094]","[-0.2387901395559311, 1.6183044910430908, -0.07809159904718399, -1.0826743841171265, 1.9211540222167969, -1.523165225982666, -0.3162428140640259, -1.1807459592819214, -0.1682460755109787, 0.5658211708068848, 50.27069091796875, -0.755469024181366, -0.9568044543266296, -2.0199549198150635, -3.3510046005249023, 2.136841297149658, 7.9934000968933105, 1.5121036767959595, -1.059846043586731, -3.757758855819702, 0.0]",0.0316,0.0486
params_3_9.pt,0.2363,-0.1606,-0.2720,0.3012,-0.0239,-0.2380,0.2412,0.6445,"[1.81326162815094, 0.500927209854126, 0.5016328692436218, 0.5006515979766846, 2.922274589538574, 1.81326162815094, 0.5014761090278625, 0.5008514523506165, 2.8036954402923584, 2.544050931930542, 2.7516422271728516, 0.5004911422729492, 0.500423014163971, 0.5011547803878784, 2.0652008056640625, 0.5008891224861145, 0.5003130435943604, 2.2546374797821045, 0.5033496618270874, 2.2364187240600586, 1.81326162815094]","[-2.3466601371765137, -5.1469268798828125, 7.17291784286499, -8.350645065307617, -10.126592636108398, -5.946919918060303, -6.186886310577393, -20.156414031982422, -17.09657096862793, -7.642694473266602, -16.444772720336914, 1.1549620628356934, -8.331425666809082, -0.011804282665252686, -9.464768409729004, -4.803925514221191, -15.536179542541504, -5.591551303863525, -16.424598693847656, -13.282958984375, 0.0]",0.2020,0.1711
params_0_8.pt,0.4328,-0.6771,-0.4315,0.4331,-0.0528,0.5092,-0.4703,0.5882,"[1.81326162815094, 6.014313697814941, 4.391912460327148, 1.6991328001022339, 1.6175626516342163, 1.81326162815094, 1.6253998279571533, 3.8293919563293457, 0.5005567669868469, 1.116337537765503, 2.106658935546875, 0.5010435581207275, 5.309073448181152, 0.5044340491294861, 0.5022535920143127, 0.5017728805541992, 2.300518751144409, 0.5009906888008118, 0.5024855732917786, 1.3874449729919434, 1.81326162815094]","[-0.17241273820400238, -4.4615068435668945, -8.872129440307617, -2.024423837661743, -0.5937908291816711, -8.910059928894043, 6.310263156890869, -0.8177457451820374, -1.2508467435836792, -1.0994644165039062, -3.610599994659424, -30.502094268798828, -39.84877395629883, -17.161237716674805, 14.305414199829102, 10.242863655090332, 6.043532371520996, 11.105573654174805, -17.985536575317383, -5.583309173583984, 0.0]",0.0906,0.0770
params_3_8.pt,0.2960,0.4059,-0.1664,-0.5015,-0.2354,-0.1222,0.4343,0.4468,"[1.81326162815094, 7.802146911621094, 0.6433932185173035, 2.746615409851074, 0.5006986856460571, 1.81326162815094, 0.500677227973938, 0.5004164576530457, 1.2680249214172363, 0.5011305212974548, 0.5027295351028442, 1.4263050556182861, 0.5010504722595215, 0.5039896368980408, 0.993707537651062, 1.5740209817886353, 0.5011457204818726, 1.922366738319397, 3.8288331031799316, 1.5143663883209229, 1.81326162815094]","[-4.493198871612549, -9.18588924407959, -7.153890609741211, -8.673748016357422, 14.619843482971191, 2.268547773361206, 4.3046770095825195, 2.3905534744262695, 7.12134313583374, 3.199863910675049, 0.3487699627876282, 2.6708765029907227, 1.8333263397216797, -4.264434337615967, 0.6385903358459473, -1.3455684185028076, -4.021695137023926, 0.7678276896476746, 4.877908706665039, 10.452049255371094, 0.0]",0.0926,0.0672
params_8_0.pt,0.7206,-0.7283,-0.9233,0.7398,0.0372,-0.0145,-0.0405,1.4886,"[1.81326162815094, 3.372225522994995, 0.5014714598655701, 0.5031423568725586, 0.5295984745025635, 1.81326162815094, 0.5734845399856567, 0.5136806964874268, 2.496265411376953, 1.6514558792114258, 1.245079755783081, 0.8519526720046997, 2.6251845359802246, 0.5037963390350342, 0.9089032411575317, 0.500887393951416, 1.5977681875228882, 0.5007351636886597, 0.5012019276618958, 0.5170038938522339, 1.81326162815094]","[3.3443620204925537, 15.845833778381348, 5.508496284484863, -3.3176677227020264, 1.7548270225524902, -0.1925182044506073, 6.440950393676758, -4.511373996734619, 3.0951435565948486, -1.2269155979156494, 5.050196647644043, 4.5905070304870605, 9.678820610046387, 7.730981826782227, -1.6192678213119507, 18.895326614379883, -2.817387580871582, 2.694702386856079, -5.400928497314453, -8.925389289855957, 0.0]",0.1761,0.1896
params_6_8.pt,0.1984,-0.0240,-0.2310,-0.2044,0.0019,-0.1391,-0.0252,1.3420,"[1.81326162815094, 5.401250839233398, 3.7203190326690674, 0.5011284947395325, 1.3427708148956299, 1.81326162815094, 19.791038513183594, 0.5013493299484253, 0.9031730890274048, 0.5014455318450928, 0.5009363889694214, 0.5012999773025513, 0.5259798765182495, 0.50139981508255, 4.895186424255371, 0.501054048538208, 1.4238110780715942, 0.5020241141319275, 1.1850837469100952, 5.3098649978637695, 1.81326162815094]","[1.6064728498458862, -0.3316693902015686, -4.612242698669434, 4.435999393463135, 4.433586597442627, -2.2943012714385986, 1.8466954231262207, 5.102433204650879, 2.4643092155456543, 3.483088731765747, 0.9737561345100403, -0.7377886772155762, -5.600884914398193, 1.9984482526779175, -9.108996391296387, 2.341022491455078, -0.5287790894508362, 0.7146846652030945, 0.46314191818237305, -3.4934003353118896, 0.0]",0.0877,0.0825
params_1_0.pt,-0.0916,-0.0936,-0.0064,0.1965,-0.0026,0.0015,0.0238,0.5793,"[1.81326162815094, 16.838104248046875, 3.613936185836792, 0.5275828242301941, 0.5018534660339355, 1.81326162815094, 6.677033424377441, 0.5210568904876709, 0.5015340447425842, 3.65364408493042, 7.3363356590271, 1.8554898500442505, 3.6543116569519043, 1.7427748441696167, 2.7944719791412354, 12.976163864135742, 8.490436553955078, 0.5004256367683411, 0.5005794167518616, 4.922216415405273, 1.81326162815094]","[11.48012924194336, 12.97787094116211, 5.834853172302246, 5.4983601570129395, -2.2964868545532227, 11.252290725708008, 6.605752468109131, 7.344090461730957, 7.4898247718811035, 1.0618300437927246, 1.8122912645339966, 10.516439437866211, 32.390113830566406, 5.453701972961426, 5.291043281555176, 8.543438911437988, 11.127988815307617, 7.823493480682373, 6.133795738220215, -7.290996551513672, 0.0]",0.2014,0.1996
params_3_4.pt,-0.0298,-0.1338,-0.1840,0.2553,0.2947,-0.0923,-0.1495,1.2040,"[1.81326162815094, 2.249744415283203, 0.5006957650184631, 0.5005048513412476, 1.8946659564971924, 1.81326162815094, 1.2096307277679443, 4.469557285308838, 0.500169038772583, 3.971217393875122, 3.615342140197754, 0.5015186071395874, 0.5134636163711548, 2.030953884124756, 0.8885800838470459, 0.5032674074172974, 7.309877395629883, 2.725588321685791, 4.620388507843018, 4.465086936950684, 1.81326162815094]","[-1.7914104461669922, -1.1550052165985107, 0.6225494146347046, -0.77486652135849, -5.224057674407959, -2.239363431930542, 0.7933098673820496, -2.311152458190918, 3.969116449356079, -10.812601089477539, -8.957452774047852, 6.064478397369385, 10.761212348937988, -2.452157974243164, -0.3536052405834198, -0.5923462510108948, -5.988700866699219, -0.944854199886322, -3.8170177936553955, -8.365832328796387, 0.0]",0.0868,0.0774
params_9_4.pt,0.7757,-1.5299,-0.9622,0.9367,-0.0175,0.0277,0.0069,1.3049,"[1.81326162815094, 25.264118194580078, 0.5012455582618713, 0.5058611035346985, 0.5037264823913574, 1.81326162815094, 0.504901647567749, 1.07661771774292, 2.350628614425659, 0.5086683034896851, 0.8883269429206848, 0.5020853877067566, 5.991969585418701, 0.5069752335548401, 2.0402939319610596, 0.5060207843780518, 1.7597436904907227, 1.3223366737365723, 0.5069869160652161, 0.957266092300415, 1.81326162815094]","[0.7097775340080261, 8.436522483825684, -2.12341570854187, -1.9285017251968384, 1.388334035873413, -2.355494976043701, 1.2622336149215698, -1.9366146326065063, -0.953426718711853, -1.1571238040924072, 0.23890583217144012, 0.9966195225715637, 11.186666488647461, -0.5178014636039734, -3.7494943141937256, 2.7296671867370605, 0.6821380257606506, -1.0080533027648926, -1.1363658905029297, 0.5134491920471191, 0.0]",0.1139,0.1003
params_3_3.pt,0.3223,-0.0200,-0.1956,-0.1347,-0.0525,-0.0165,0.0877,0.2463,"[1.81326162815094, 1.4688918590545654, 2.1758737564086914, 0.5060390830039978, 3.417797327041626, 1.81326162815094, 0.5012459754943848, 0.5209712982177734, 0.502647876739502, 0.5016756057739258, 0.5054776668548584, 1.0137887001037598, 27.286365509033203, 3.454949140548706, 0.5121886134147644, 0.5011581182479858, 7.314557075500488, 0.6371423006057739, 0.5002844929695129, 0.502126157283783, 1.81326162815094]","[3.5841128826141357, -0.3314538896083832, 4.2350873947143555, 1.860686182975769, 8.978105545043945, -0.9903721213340759, 7.064315319061279, 9.764033317565918, 10.806018829345703, 7.330964088439941, 0.6655915379524231, 8.572432518005371, 45.98989486694336, 3.321781635284424, 13.881335258483887, 3.6011908054351807, 18.9744930267334, 5.554513931274414, 7.893881320953369, 18.07151985168457, 0.0]",0.1529,0.1540
params_6_7.pt,0.4679,-0.0756,-0.4183,-0.1568,0.0079,-0.2000,0.1577,0.7658,"[1.81326162815094, 4.50246524810791, 2.5157861709594727, 2.5111920833587646, 2.7905898094177246, 1.81326162815094, 0.54901123046875, 0.5013736486434937, 0.6178174614906311, 2.7968618869781494, 0.50181645154953, 1.0241858959197998, 0.5010148882865906, 2.5550484657287598, 0.501319944858551, 0.5013303160667419, 1.4510385990142822, 0.5082405209541321, 4.858770370483398, 0.8683197498321533, 1.81326162815094]","[-0.6634597182273865, -3.831423044204712, -2.1600704193115234, -8.042346000671387, -1.113657832145691, -0.8582153916358948, 2.6858150959014893, 4.84342098236084, 4.137222766876221, -2.7535665035247803, -2.029439687728882, -2.708313465118408, -1.2343940734863281, -6.507543087005615, 2.352851152420044, -7.237671375274658, 0.758061408996582, 0.36324793100357056, 0.8960628509521484, -0.08554794639348984, 0.0]",0.1908,0.1877
params_3_5.pt,0.3854,-0.1419,-0.5448,0.1962,-0.0032,-0.2050,0.1846,0.3021,"[1.81326162815094, 0.596825122833252, 2.5273470878601074, 1.7104638814926147, 2.6523749828338623, 1.81326162815094, 0.5013831257820129, 0.9329607486724854, 0.8083009719848633, 1.3917100429534912, 1.0590391159057617, 0.5009964108467102, 2.0491936206817627, 0.5127872228622437, 2.8140881061553955, 0.501800000667572, 1.8085596561431885, 3.462752103805542, 3.0662341117858887, 0.5019413232803345, 1.81326162815094]","[-0.754867434501648, 1.5198012590408325, -1.938149094581604, -2.906973361968994, -5.691827774047852, 1.289591670036316, -5.910131931304932, -4.888713359832764, -4.962696552276611, -3.5681586265563965, -4.413325786590576, 0.4439593553543091, 3.9964098930358887, -0.1191800981760025, -8.503678321838379, 1.8809049129486084, 0.7283856272697449, 1.0490797758102417, -12.067197799682617, -2.8836846351623535, 0.0]",0.2494,0.2212
params_7_0.pt,0.6187,-0.7865,-0.7137,0.8729,0.0090,-0.1624,0.0962,0.2443,"[1.81326162815094, 0.5104042291641235, 0.5018045902252197, 0.5056656002998352, 0.5668543577194214, 1.81326162815094, 0.51507568359375, 0.5010011792182922, 2.7709665298461914, 0.9014236330986023, 0.5022693872451782, 0.5034322738647461, 0.5013285279273987, 0.5030295848846436, 1.677344799041748, 0.5018637180328369, 0.7054648399353027, 0.9876684546470642, 0.5122141242027283, 0.7848089933395386, 1.81326162815094]","[0.7337167859077454, 4.7649006843566895, 1.9039123058319092, -1.4618369340896606, -0.896156370639801, -1.2232589721679688, -2.5434601306915283, -7.122522354125977, -9.889985084533691, -1.526723027229309, -10.006454467773438, 1.7065526247024536, -3.143991231918335, 0.779038667678833, -5.632103443145752, 1.1343259811401367, -4.121384620666504, 1.2224786281585693, -6.005980491638184, -3.4260733127593994, 0.0]",0.1877,0.1838
params_4_3.pt,0.0966,-0.2591,-0.1294,0.0655,0.0349,-0.3493,0.2970,0.7353,"[1.81326162815094, 0.5019789934158325, 0.5002355575561523, 2.8152835369110107, 20.710182189941406, 1.81326162815094, 5.828219413757324, 0.5004424452781677, 3.6722333431243896, 2.776517391204834, 0.5023921132087708, 0.5017558336257935, 17.739295959472656, 0.5011537075042725, 1.924646019935608, 0.500934362411499, 2.027979850769043, 0.502700924873352, 15.922707557678223, 0.5027114152908325, 1.81326162815094]","[-0.1451917141675949, -14.275144577026367, 0.6768019795417786, -4.591270923614502, 30.609683990478516, -9.956286430358887, -2.1821789741516113, -3.836430072784424, 0.6218535304069519, -1.3029305934906006, 9.659741401672363, -1.883162260055542, 15.642912864685059, -0.7367700338363647, -2.162703514099121, 7.804542064666748, 1.9179790019989014, -1.4806755781173706, 26.129390716552734, -38.443756103515625, 0.0]",0.1250,0.1169
params_9_2.pt,0.3838,-0.1143,-0.2485,0.0483,-0.1028,-0.0867,0.2430,-0.0203,"[1.81326162815094, 4.968068599700928, 0.509092390537262, 0.737235963344574, 2.2484803199768066, 1.81326162815094, 3.712777614593506, 0.5002855658531189, 0.9334017038345337, 0.5005539059638977, 3.755601406097412, 1.4721503257751465, 7.267612934112549, 0.5021302103996277, 1.403241515159607, 2.586491584777832, 0.5003998279571533, 0.5038831233978271, 2.314108371734619, 0.5006101727485657, 1.81326162815094]","[-3.208521842956543, -6.006791114807129, 1.4941587448120117, 1.421737790107727, 9.759495735168457, 0.30199381709098816, 12.483919143676758, 4.54113245010376, 8.718472480773926, 3.7250139713287354, 4.804422378540039, 1.7344365119934082, 13.727356910705566, -1.1651405096054077, 4.068819999694824, -1.5202540159225464, 0.9914239645004272, -0.04376423731446266, 17.033954620361328, 9.028338432312012, 0.0]",0.1512,0.1340
params_5_6.pt,0.6353,-2.2893,-1.1060,1.4910,0.0847,0.0797,-0.1369,1.7084,"[1.81326162815094, 35.5013313293457, 0.5008844137191772, 0.9789806604385376, 0.6078138947486877, 1.81326162815094, 0.506857693195343, 0.5091611742973328, 1.9307465553283691, 0.5019585490226746, 0.5061390399932861, 0.5011812448501587, 2.479877471923828, 0.5017971992492676, 0.9923114776611328, 0.5019042491912842, 2.4367806911468506, 2.5541532039642334, 0.5194060206413269, 0.8862443566322327, 1.81326162815094]","[-0.2823149561882019, 6.4705352783203125, 0.3557271957397461, -0.6073083281517029, 0.3755522668361664, -0.47259488701820374, -0.13618013262748718, -0.7409003973007202, -2.5831451416015625, 0.5327998995780945, 0.4756929874420166, 0.9184032082557678, 7.681999683380127, 1.412266731262207, -1.7012214660644531, 0.9548835158348083, 1.0483160018920898, 1.4102083444595337, -0.23843629658222198, 1.559209942817688, 0.0]",0.1332,0.1310
params_4_8.pt,0.2661,-0.1980,-0.3737,0.2322,0.1724,-0.0815,-0.1184,1.6210,"[1.81326162815094, 7.861050605773926, 5.324033260345459, 0.5007060766220093, 0.5008257031440735, 1.81326162815094, 1.4310206174850464, 5.872991561889648, 0.5005401372909546, 3.3362624645233154, 3.8276431560516357, 0.5003511905670166, 4.927098274230957, 2.073057174682617, 1.0426738262176514, 0.5014694333076477, 9.608176231384277, 6.225732326507568, 1.3918604850769043, 0.6920360326766968, 1.81326162815094]","[16.97419548034668, 0.19795571267604828, 2.3282904624938965, 9.164103507995605, 1.4646811485290527, 2.7912471294403076, -22.551799774169922, 11.9054536819458, 15.560408592224121, -7.891713619232178, 11.677264213562012, 12.542850494384766, 30.474050521850586, 8.0958833694458, 1.847060203552246, 13.667765617370605, 13.319189071655273, 6.964345455169678, 0.9690431356430054, -12.520740509033203, 0.0]",0.1392,0.1286
params_3_2.pt,0.6479,-0.4614,-0.6945,0.6423,0.0623,-0.0625,-0.0853,0.4245,"[1.81326162815094, 4.698433876037598, 0.5015971064567566, 0.5004492998123169, 1.6816428899765015, 1.81326162815094, 1.391385793685913, 0.8273974657058716, 1.0796005725860596, 2.249654769897461, 1.0995092391967773, 1.232396125793457, 0.5214740037918091, 0.9192184209823608, 0.7444835305213928, 0.5027179718017578, 3.4467365741729736, 0.5042012929916382, 3.935345411300659, 3.127413034439087, 1.81326162815094]","[-0.03982633724808693, 0.9864718914031982, 5.2299275398254395, 5.545938491821289, -5.614488124847412, 1.0196083784103394, -5.761016845703125, 0.1502864509820938, 2.793092966079712, 0.4634953439235687, -2.783958911895752, 1.0837386846542358, 11.706659317016602, -0.37789186835289, -1.8621840476989746, 0.2173454612493515, -0.1092897579073906, 3.5659573078155518, -2.0138540267944336, -2.4418420791625977, 0.0]",0.1845,0.1339
params_7_1.pt,0.3225,0.0248,-0.2912,-0.1255,0.0898,0.0706,-0.0802,0.4106,"[1.81326162815094, 0.5033320188522339, 3.274456262588501, 1.1352412700653076, 3.2213919162750244, 1.81326162815094, 0.5055760741233826, 0.5018680691719055, 2.7269623279571533, 0.5018056631088257, 0.5018057823181152, 0.5009427666664124, 5.762768268585205, 0.6676728129386902, 1.0977373123168945, 0.5005704760551453, 0.5007220506668091, 0.5008954405784607, 8.451892852783203, 0.5012949705123901, 1.81326162815094]","[-0.7654409408569336, 2.601829767227173, 5.05757999420166, 0.3919426500797272, 7.691652774810791, 8.08046817779541, 10.928194999694824, -6.890328407287598, -2.6008639335632324, -2.2355692386627197, 0.24520932137966156, -1.369610071182251, 11.222502708435059, 3.888319969177246, 1.4078092575073242, 3.0317046642303467, 1.7337299585342407, 3.311126232147217, 2.770871877670288, 6.1259894371032715, 0.0]",0.2117,0.1873
